,text,timestamp,source,symbols,company_names,url,verified,cleaned_tweets,sentiment,date,perc_change,NextDay_perc_change,sector
2955,CarMax Inc $KMX SVP Sells $451763.04 in Stock https://t.co/2njrvGjHfW,Thu Jul 12 09:20:08 +0000 2018,TranscriptDaily,KMX,CarMax,http://zpr.io/6a2eA,FALSE,carmax inc kmx svp sell stock,0,7/12/2018,-0.327568135,-0.457096089,Consumer Cyclical
2956,As Avery Dennison $AVY Share Price Declined James Investment Research Has Decreased Its Holding; Charter Trust Com… https://t.co/TW7mCwSZZ8,Thu Jul 12 09:21:26 +0000 2018,The_CasualSmart,AVY,Avery Dennison Corporation,https://twitter.com/i/web/status/1017338132717559815,FALSE,averi dennison avi share price declin jame invest research decreas hold charter trust com,1,7/12/2018,0.078187873,-1.151444444,Industrials
2957,Argyle Capital Management Has Cut Deere &amp; Company $DE Stake by $781510; Share Price Declined; As Cummins $CMI Valu… https://t.co/qNr2Pf93zr,Thu Jul 12 09:22:45 +0000 2018,The_CasualSmart,CMI,Cummins Inc.,https://twitter.com/i/web/status/1017338464776409088,FALSE,argyl capit manag cut deer amp compani de stake share price declin cummin cmi valu,0,7/12/2018,0.414659419,-1.565863162,Industrials
2958,Zacks: Brokerages Anticipate Yum! Brands Inc. $YUM Will Announce Earnings of $0.74 Per Share https://t.co/0SM11huilB,Thu Jul 12 09:24:13 +0000 2018,ZolmaxNews,YUM,YUM! Brands,http://zolmax.com/?p=2376977,FALSE,zack brokerag anticip yum brand inc yum announc earn per share,1,7/12/2018,0.340088985,-0.2152693,Consumer Cyclical
2959,Thermo Fisher Scientific $TMO Stock Declined While Arcadia Investment Management Decreased Its Holding by $310854;… https://t.co/oIxeC6JgeO,Thu Jul 12 09:24:42 +0000 2018,The_CasualSmart,TMO,Thermo Fisher Scientific Inc.,https://twitter.com/i/web/status/1017338953928724483,FALSE,thermo fisher scientif tmo stock declin arcadia invest manag decreas hold,0,7/12/2018,-0.669326705,0.37735993,Healthcare
2960,Mosaic Co New $Call $MOS Shareholder J Goldman &amp; Company LP Raised Its Position by $6.67 Million as Share Price Dec… https://t.co/5eQd7a6whS,Thu Jul 12 09:26:15 +0000 2018,The_CasualSmart,MOS,The Mosaic Company,https://twitter.com/i/web/status/1017339344481325061,FALSE,mosaic co new call mo sharehold j goldman amp compani lp rais posit million share price dec,1,7/12/2018,0.035386514,0.035512177,Basic Materials
2961,Real Estate Management Services Has Lifted By $4.73 Million Its Hcp  $HCP Position; Last Week Euronet Worldwide In… https://t.co/4sINpyq9dS,Thu Jul 12 09:27:34 +0000 2018,The_CasualSmart,HCP,HCP,https://twitter.com/i/web/status/1017339673444782080,FALSE,real estat manag servic lift million hcp hcp posit last week euronet worldwid,0,7/12/2018,,,
2962,Bluestein R H &amp; Company Raised Stake in Thermo Fisher Scientific $TMO by $1.03 Million as Stock Value Declined; As… https://t.co/W5ZUL5MRT6,Thu Jul 12 09:27:47 +0000 2018,The_CasualSmart,TMO,Thermo Fisher Scientific Inc.,https://twitter.com/i/web/status/1017339731569455104,FALSE,bluestein r h amp compani rais stake thermo fisher scientif tmo million stock valu declin,0,7/12/2018,-0.669326705,0.37735993,Healthcare
2963,Aar $AIR Valuation Rose While Marcato Capital Management LP Has Lowered Stake; Rdl Financial Trimmed Hartford Finl… https://t.co/UanSxQ5dey,Thu Jul 12 09:29:51 +0000 2018,The_CasualSmart,HIG,The Hartford Financial Services Group,https://twitter.com/i/web/status/1017340251554099201,FALSE,aar air valuat rose marcato capit manag lp lower stake rdl financi trim hartford finl,-1,7/12/2018,1.03617753,-0.382184103,Financial Services
2964,Nextera Energy $NEE Holder Sentry Select Capital Upped Its Position by $2.89 Million as Market Valuation Rose; As A… https://t.co/t0pf2XFD3m,Thu Jul 12 09:31:10 +0000 2018,The_CasualSmart,NEE,NextEra Energy,https://twitter.com/i/web/status/1017340579250917376,FALSE,nextera energi nee holder sentri select capit up posit million market valuat rose,0,7/12/2018,0,-0.503946234,Utilities
2965,McKesson $MCK Upgraded by Standpoint Research to Buy https://t.co/xYuWf99s4m,Thu Jul 12 09:31:13 +0000 2018,WatchlistN,MCK,McKesson Corporation,http://zpr.io/6a2Bj,FALSE,mckesson mck upgrad standpoint research buy,0,7/12/2018,-0.346838787,-0.581732893,Healthcare
2966,Comparing Evertec $EVTC and DXC Technology $DXC https://t.co/gYJCuEYJeD,Thu Jul 12 09:31:15 +0000 2018,WatchlistN,DXC,DXC Technology Company,http://zpr.io/6a2BY,FALSE,compar evertec evtc dxc technolog dxc,0,7/12/2018,-1.349111704,-0.736675523,Technology
2967,As Becton Dickinson &amp; Co $BDX Valuation Declined Liberty Mutual Group Asset Management Lifted Its Holding by $317… https://t.co/678Qtd0ZNC,Thu Jul 12 09:33:11 +0000 2018,The_CasualSmart,BDX,Becton Dickinson,https://twitter.com/i/web/status/1017341090494648321,FALSE,becton dickinson amp co bdx valuat declin liberti mutual group asset manag lift hold,1,7/12/2018,-0.513284091,0.246255942,Healthcare
2968,Aptiv $APTV vs. Gentex $GNTX Head-To-Head Analysis https://t.co/dFsU4r7i3d,Thu Jul 12 09:33:13 +0000 2018,TickerReport,GNTX,Gentex Corporation,http://tickerreport.com/?p=3630808,FALSE,aptiv aptv vs gentex gntx head head analysi,0,7/12/2018,1.414487462,-0.649911694,Consumer Cyclical
2969,American Money Management Has Boosted Position in Philip Morris International $PM as Stock Declined; Synovus Financ… https://t.co/hOxiDrBMN2,Thu Jul 12 09:33:46 +0000 2018,The_CasualSmart,APD,Air Products and Chemicals,https://twitter.com/i/web/status/1017341235449737217,FALSE,american money manag boost posit philip morri intern pm stock declin synovu financ,1,7/12/2018,0.012665742,0.145973427,Basic Materials
2970,As Tyson Foods $TSN Share Price Declined State Of Alaska Department Of Revenue Lowered by $417560 Its Position; C… https://t.co/2HqfIXRGpV,Thu Jul 12 09:34:17 +0000 2018,The_CasualSmart,TSN,Tyson Foods,https://twitter.com/i/web/status/1017341365045399553,FALSE,tyson food tsn share price declin state alaska depart revenu lower posit c,0,7/12/2018,0.060607448,-0.484994966,Consumer Defensive
2971,Miragen Therapeutics $MGEN and Laboratory Corp. of America $LH Critical Survey https://t.co/bGhB2ay30Q,Thu Jul 12 09:34:22 +0000 2018,ThisLincolnian,LH,Laboratory Corporation of America Holdings,http://thelincolnianonline.com/?p=2178466,FALSE,miragen therapeut mgen laboratori corp america lh critic survey,-1,7/12/2018,-0.421120167,-0.813144744,Healthcare
2972,Crow Point Partners Boosted Its Entergy $ETR Position; SSAB SWEDISH STEEL A SH SK25 P ORDINARY $SSAAF Sellers Incre… https://t.co/E0Df1Pfckk,Thu Jul 12 09:36:53 +0000 2018,The_CasualSmart,ETR,Entergy Corporation,https://twitter.com/i/web/status/1017342020036317184,FALSE,crow point partner boost entergi etr posit ssab swedish steel sh sk p ordinari ssaaf seller incr,1,7/12/2018,-0.329625969,0.097598914,Utilities
2973,As Viacom New $VIAB Valuation Declined Holder Kiltearn Partners Llp Has Decreased Its Stake; As American Campus Co… https://t.co/ZiggP9wVrv,Thu Jul 12 09:37:13 +0000 2018,The_CasualSmart,VIAB,Viacom,https://twitter.com/i/web/status/1017342105050664960,FALSE,viacom new viab valuat declin holder kiltearn partner llp decreas stake american campu co,0,7/12/2018,,,
2974,American National Bank Increased Mckesson Com $MCK Stake; Valueact Holdings LP Has Lowered Its Armstrong World Inds… https://t.co/hmFkMOo3qM,Thu Jul 12 09:37:21 +0000 2018,The_CasualSmart,MCK,McKesson Corporation,https://twitter.com/i/web/status/1017342139351666688,FALSE,american nation bank increas mckesson com mck stake valueact hold lp lower armstrong world ind,-1,7/12/2018,-0.346838787,-0.581732893,Healthcare
2975,Air Products &amp; Chemicals $APD Shareholder Sumitomo Mitsui Trust Holdings Trimmed Its Stake by $1.57 Million; 13D Ma… https://t.co/lICA6zIwJ2,Thu Jul 12 09:37:39 +0000 2018,beyond_ninety,APD,Air Products and Chemicals,https://twitter.com/i/web/status/1017342210935869440,FALSE,air product amp chemic apd sharehold sumitomo mitsui trust hold trim stake million,1,7/12/2018,0.012665742,0.145973427,Basic Materials
2976,Hormel Foods Corp $HRL Director Sells $373000.00 in Stock https://t.co/43bTOYixXo,Thu Jul 12 09:41:46 +0000 2018,dispatchtribune,HRL,Hormel Foods Corporation,http://dispatchtribunal.com/?p=2048747,FALSE,hormel food corp hrl director sell stock,0,7/12/2018,0,-0.535047505,Consumer Defensive
2977,Insider Selling: Xilinx Inc. $XLNX SVP Sells $287615.63 in Stock https://t.co/U0MWPu52af,Thu Jul 12 09:41:49 +0000 2018,dispatchtribune,XLNX,Xilinx,http://dispatchtribunal.com/?p=2048743,FALSE,insid sell xilinx inc xlnx svp sell stock,0,7/12/2018,-1.156581778,0.468452212,Technology
2978,Analyzing Evertec $EVTC &amp; DXC Technology $DXC https://t.co/RVtNhkogWl,Thu Jul 12 09:43:05 +0000 2018,TickerReport,DXC,DXC Technology Company,http://tickerreport.com/?p=3630860,FALSE,analyz evertec evtc amp dxc technolog dxc,0,7/12/2018,-1.349111704,-0.736675523,Technology
2979,O’Reilly Automotive $ORLY Stock Rating Lowered by Zacks Investment Research https://t.co/qhgcHSeVi2,Thu Jul 12 09:43:25 +0000 2018,TheMarketsDaily,ORLY,O'Reilly Automotive,http://zpr.io/6ak6T,FALSE,reilli automot orli stock rate lower zack invest research,-1,7/12/2018,0.154197453,-0.18565831,Consumer Cyclical
2980,Brokerages Set UDR Inc. $UDR PT at $38.91 https://t.co/ZenQnCpBox,Thu Jul 12 09:43:36 +0000 2018,TheMarketsDaily,UDR,UDR,http://zpr.io/6ak69,FALSE,brokerag set udr inc udr pt,0,7/12/2018,0.132729598,0.637613889,Real Estate
2981,Have you heard ‘Tunes Ft. $avy Speedz -Both Sides’ by Savy Speedz on #SoundCloud? #np https://t.co/U60bClqXgI,Thu Jul 12 09:43:42 +0000 2018,keithRicardo,AVY,Avery Dennison Corporation,https://soundcloud.com/savy-speedz/tunes-ft-avy-speedz-both-sides?utm_source=soundcloud&utm_campaign=share&utm_medium=twitter,FALSE,heard tune ft avi speedz side savi speedz soundcloud np,1,7/12/2018,0.078187873,-1.151444444,Industrials
2982,Insider Selling: Xilinx Inc. $XLNX SVP Sells 4273 Shares of Stock https://t.co/vyuoCsul0g,Thu Jul 12 09:44:01 +0000 2018,OlympiaReport,XLNX,Xilinx,http://theolympiareport.com/?p=919419,FALSE,insid sell xilinx inc xlnx svp sell share stock,1,7/12/2018,-1.156581778,0.468452212,Technology
2983,Hormel Foods Corp $HRL Director Sells $373000.00 in Stock https://t.co/TRBzQI6GIZ,Thu Jul 12 09:44:02 +0000 2018,OlympiaReport,HRL,Hormel Foods Corporation,http://theolympiareport.com/?p=919417,FALSE,hormel food corp hrl director sell stock,0,7/12/2018,0,-0.535047505,Consumer Defensive
2984,Vantage Drilling $VTGDF and Patterson-UTI Energy $PTEN Critical Analysis https://t.co/Oupxwm61bK,Thu Jul 12 09:46:54 +0000 2018,dispatchtribune,PTEN,Patterson-UTI Energy,http://dispatchtribunal.com/?p=2048757,FALSE,vantag drill vtgdf patterson uti energi pten critic analysi,-1,7/12/2018,2.184881169,0.575365241,Energy
2985,RT @brucejapsen: Medicare Advantage enrollment is projected to rise to 38 million or 50% market penetration by the end of 2025 https://t.c…,Thu Jul 12 09:47:46 +0000 2018,MartinHamlette,HUM,Humana Inc.,,FALSE,rt medicar advantag enrol project rise million market penetr end,0,7/12/2018,0.82928054,-0.440244539,Healthcare
2986,$INTU Deutsche Bank downgrades Intu Properties to ‘sell’ from ‘hold’ following marathon shopping trip… https://t.co/uSZV1W9iL4,Thu Jul 12 09:48:41 +0000 2018,proactive_UK,INTU,Intuit Inc.,https://twitter.com/i/web/status/1017344990702383104,FALSE,intu deutsch bank downgrad intu properti sell hold follow marathon shop trip,0,7/12/2018,-1.433319562,0.098163546,Technology
2987,Henry Schein $HSIC Stock Rating Upgraded by Zacks Investment Research https://t.co/wpmVb47BWJ,Thu Jul 12 09:50:10 +0000 2018,WeekHerald,HSIC,Henry Schein,http://weekherald.com/?p=2985235,FALSE,henri schein hsic stock rate upgrad zack invest research,0,7/12/2018,0.053460825,0.226572585,Healthcare
2988,Edison International $EIX Stock Rating Upgraded by Zacks Investment Research https://t.co/iJ26Z9E6pp,Thu Jul 12 09:50:11 +0000 2018,WeekHerald,EIX,Edison International,http://weekherald.com/?p=2985234,FALSE,edison intern eix stock rate upgrad zack invest research,0,7/12/2018,-0.04570198,0.121731329,Utilities
2989,Office Depot $ODP Raised to “Buy” at Zacks Investment Research https://t.co/dyIbMZ2MRS,Thu Jul 12 09:50:15 +0000 2018,TranscriptDaily,ODP,Office Depot,http://zpr.io/6akHx,FALSE,offic depot odp rais buy zack invest research,0,7/12/2018,4.029298553,0.380222346,Consumer Cyclical
2990,Zacks Investment Research Downgrades International Paper $IP to Hold https://t.co/47k1lMDG8f,Thu Jul 12 09:50:17 +0000 2018,TranscriptDaily,IP,International Paper Company,http://zpr.io/6akHm,FALSE,zack invest research downgrad intern paper ip hold,0,7/12/2018,0.056230141,0.337521656,Consumer Cyclical
2991,$INTU still short https://t.co/AxBzqz3prU,Thu Jul 12 09:51:51 +0000 2018,aveirodobraga,INTU,Intuit Inc.,http://www.proactiveinvestors.co.uk/companies/news/200676/deutsche-bank-downgrades-intu-properties-to-sell-from-hold-following-marathon-shopping-trip-200676.html,FALSE,intu still short,0,7/12/2018,-1.433319562,0.098163546,Technology
2992,Everest Re Group $RE Downgraded by Zacks Investment Research https://t.co/0PmFvwvSPC,Thu Jul 12 09:53:00 +0000 2018,ledgerzette,RE,Everest Re Group,http://ledgergazette.com/?p=2821309,FALSE,everest group downgrad zack invest research,0,7/12/2018,0.919104912,0.6734695,Financial Services
2993,Abcam Plc 0.7% Potential Upside Indicated by Numis - https://t.co/pcJXUIZEHe - $ABC,Thu Jul 12 09:55:49 +0000 2018,silent_trades,ABC,AmerisourceBergen Corporation,http://bit.ly/2ugUZsK,FALSE,abcam plc potenti upsid indic numi abc,0,7/12/2018,1.093891364,-1.080835263,Healthcare
2994,Do you know that #Book Value for $ROST is $8.03 https://t.co/dNHCFJSXt8,Thu Jul 12 09:56:03 +0000 2018,1MinuteStock,ROST,Ross Stores,https://unicornbay.com/t/ROST.US?utm_medium=tweet&utm_campaign=bookvalue&utm_source=twitter,FALSE,know book valu rost,0,7/12/2018,0.25870322,-0.471922506,Consumer Cyclical
2995,RT @chartseer: Long setups $IRDM $FTNT $ESRX $PYPL $INFO $EA $ICE $TEAM $OMER $ZEN $IMMU $CRSP https://t.co/Nkjl2hjkng,Thu Jul 12 09:56:34 +0000 2018,StreetCitizen,INFO,IHS Markit Ltd.,,FALSE,rt long setup irdm ftnt esrx pypl info ea ice team omer zen immu crsp,0,7/12/2018,0.05660147,1.060006348,Industrials
2996,Brokerages Anticipate Centene Corp $CNC to Announce $1.75 Earnings Per Share https://t.co/4TnFa0H2fv,Thu Jul 12 09:57:16 +0000 2018,dispatchtribune,CNC,Centene Corporation,http://dispatchtribunal.com/?p=2048848,FALSE,brokerag anticip centen corp cnc announc earn per share,1,7/12/2018,-0.401058497,-1.379051901,Healthcare
2997,Reviewing Vocera Communications $VCRA and Lumentum $LITE https://t.co/O0leHDBp4N,Thu Jul 12 09:59:10 +0000 2018,TheMarketsDaily,LITE,Lumentum Holdings Inc.,http://zpr.io/6akqM,FALSE,review vocera commun vcra lumentum lite,0,7/12/2018,-2.814428024,-1.116834541,Technology
2998,Craig Hallum Analysts Give Lumentum $LITE a $85.00 Price Target https://t.co/ktWJo6VIYr,Thu Jul 12 09:59:48 +0000 2018,ZolmaxNews,LITE,Lumentum Holdings Inc.,http://zolmax.com/?p=2377200,FALSE,craig hallum analyst give lumentum lite price target,0,7/12/2018,-2.814428024,-1.116834541,Technology
2999,$WU open interest for maturity 07/20/2018. High put=21.00 High call=19.00 #maxpain #options https://t.co/6WO896tEjL https://t.co/pYnNW1s7UU,Thu Jul 12 10:01:48 +0000 2018,optioncharts,WU,The Western Union Company,http://maximum-pain.com/options/open-interest/WU,FALSE,wu open interest matur high put high call maxpain option,1,7/12/2018,0,0.244974216,Financial Services
3000,Comparing Leucadia National $LUK &amp; Teijin Adr Rep $TINLY https://t.co/Bp2d0Yv2oV,Thu Jul 12 10:04:43 +0000 2018,MareaInformativ,LUK,Leucadia National Corporation,http://www.mareainformativa.com/?p=428968,FALSE,compar leucadia nation luk amp teijin adr rep tinli,0,7/12/2018,,,
3001,$CNP CenterPoint Energy Mobile Energy Solutions® provides temporary uninterrupted natural gas service to Pana From our Stock News Alerts App,Thu Jul 12 10:06:47 +0000 2018,Allstocknews,CNP,CenterPoint Energy,,FALSE,cnp centerpoint energi mobil energi solut provid temporari uninterrupt natur ga servic pana stock news alert app,1,7/12/2018,-0.906453955,0.107954968,Utilities
3002,RT @brucejapsen: Medicare Advantage enrollment is projected to rise to 38 million or 50% market penetration by the end of 2025 https://t.c…,Thu Jul 12 10:08:29 +0000 2018,EricHStarke,HUM,Humana Inc.,,FALSE,rt medicar advantag enrol project rise million market penetr end,0,7/12/2018,0.82928054,-0.440244539,Healthcare
3003,$2.84 EPS Expected for Becton Dickinson and Co $BDX This Quarter  https://t.co/l0dBqLrynI,Thu Jul 12 10:10:51 +0000 2018,EnterpriseLeade,BDX,Becton Dickinson,http://theenterpriseleader.com/?p=981007,FALSE,ep expect becton dickinson co bdx quarter,0,7/12/2018,-0.513284091,0.246255942,Healthcare
3004,Wells Fargo &amp; Co Raises CME Group $CME Price Target to $175.00 https://t.co/PHGUa9QYzZ,Thu Jul 12 10:12:44 +0000 2018,TickerReport,CME,CME Group Inc.,http://tickerreport.com/?p=3630987,FALSE,well fargo amp co rais cme group cme price target,1,7/12/2018,-0.156209146,0.029949119,Financial Services
3005,#assurance @CNP_Assurances : départ surprise du directeur général Frédéric Lavenir https://t.co/aJicBBNM2a $CNP… https://t.co/v07szMS35x,Thu Jul 12 10:14:09 +0000 2018,Le_Revenu,CNP,CenterPoint Energy,http://bit.ly/2udDNo8,FALSE,assur assur part surpris du directeur g n ral fr ric lavenir cnp,0,7/12/2018,-0.906453955,0.107954968,Utilities
3006,$0.19 dividends are now a reality for Hormel Foods Corp $HRL shareholders. Here's why. - https://t.co/exZ0GE4JCM,Thu Jul 12 10:14:10 +0000 2018,whatsonthorold2,HRL,Hormel Foods Corporation,https://www.whatsonthorold.com/2018/07/12/0-19-dividends-are-now-a-reality-for-hormel-foods-corp-nysehrl-shareholders-heres-why/,FALSE,dividend realiti hormel food corp hrl sharehold,0,7/12/2018,0,-0.535047505,Consumer Defensive
3007,Aug 15 2018 is the day Hormel Foods Corp $HRL promises dividends of $0.19. Here's what they have to say. - https://t.co/pvUvMrsJG5,Thu Jul 12 10:14:56 +0000 2018,mmahotstuff1,HRL,Hormel Foods Corporation,https://www.mmahotstuff.com/2018/07/12/aug-15-2018-is-the-day-hormel-foods-corp-nysehrl-promises-dividends-of-0-19-heres-what-they-have-to-say.html,FALSE,aug day hormel food corp hrl promis dividend say,0,7/12/2018,0,-0.535047505,Consumer Defensive
3008,Hormel Foods Corp $HRL will be paying shareholders dividends of $0.19 on Aug 15 2018. https://t.co/ERTWQUkOyC,Thu Jul 12 10:15:35 +0000 2018,reurope_stock,HRL,Hormel Foods Corporation,https://reurope.com/2018/07/12/hormel-foods-corp-nysehrl-will-be-paying-shareholders-dividends-of-0-19-on-aug-15-2018/,FALSE,hormel food corp hrl pay sharehold dividend aug,0,7/12/2018,0,-0.535047505,Consumer Defensive
3009,Everest Re Group $RE Downgraded to Hold at Zacks Investment Research https://t.co/orMJELt1Je,Thu Jul 12 10:15:37 +0000 2018,TranscriptDaily,RE,Everest Re Group,http://zpr.io/6akYs,FALSE,everest group downgrad hold zack invest research,0,7/12/2018,0.919104912,0.6734695,Financial Services
3010,The $0.19 mark is well within reach for Hormel Foods Corp $HRL. - https://t.co/NZ2zWFu43q,Thu Jul 12 10:15:54 +0000 2018,bibeypost_stock,HRL,Hormel Foods Corporation,https://www.bibeypost.com/the-0-19-mark-is-well-within-reach-for-hormel-foods-corp-nysehrl/,FALSE,mark well within reach hormel food corp hrl,1,7/12/2018,0,-0.535047505,Consumer Defensive
3011,It May Be Time to Sell Shares of Intu Properties $INTU as Deutsche Bank Has Downgraded The Company - https://t.co/fM4plfOrF4,Thu Jul 12 10:16:19 +0000 2018,whatsonthorold2,INTU,Intuit Inc.,https://www.whatsonthorold.com/2018/07/12/it-may-be-time-to-sell-shares-of-intu-properties-lonintu-as-deutsche-bank-has-downgraded-the-company/,FALSE,may time sell share intu properti intu deutsch bank downgrad compani,1,7/12/2018,-1.433319562,0.098163546,Technology
3012,Deutsche Bank Has Just Reported a Downgrade of Intu Properties $INTU with a GBX 150.00 Target Price - https://t.co/Nq7fmDFUHo,Thu Jul 12 10:16:38 +0000 2018,mmahotstuff1,INTU,Intuit Inc.,https://www.mmahotstuff.com/2018/07/12/deutsche-bank-has-just-reported-a-downgrade-of-intu-properties-lonintu-with-a-gbx-150-00-target-price.html,FALSE,deutsch bank report downgrad intu properti intu gbx target price,0,7/12/2018,-1.433319562,0.098163546,Technology
3013,Is Intu Properties $INTU Now a Sell? Deutsche Bank Downgrades Stock https://t.co/HKi8WJr6A6,Thu Jul 12 10:17:21 +0000 2018,reurope_stock,INTU,Intuit Inc.,https://reurope.com/2018/07/12/is-intu-properties-lonintu-now-a-sell-deutsche-bank-downgrades-stock/,FALSE,intu properti intu sell deutsch bank downgrad stock,0,7/12/2018,-1.433319562,0.098163546,Technology
3014,Today Intu Properties $INTU Has Been Downgraded by Deutsche Bank to a Sell - https://t.co/b15wISYve2,Thu Jul 12 10:17:39 +0000 2018,bibeypost_stock,INTU,Intuit Inc.,https://www.bibeypost.com/today-intu-properties-lonintu-has-been-downgraded-by-deutsche-bank-to-a-sell/,FALSE,today intu properti intu downgrad deutsch bank sell,0,7/12/2018,-1.433319562,0.098163546,Technology
3015,2018-07-11 Short sale volume (not short interest) for $IWM is 61%. https://t.co/JeOlEZtKqW $WM 57% $DRIP 43% $UAA 61% $GM 39%,Thu Jul 12 10:18:01 +0000 2018,shortvolumes,WM,Waste Management,http://shortvolumes.com/?t=IWM,FALSE,short sale volum short interest iwm wm drip uaa gm,1,7/12/2018,-0.226031938,-0.0949126,Industrials
3016,#beep_eminent is a Decentralized Helping Economy On A Mobile Application more is here: https://t.co/OD3rAtPdCI… https://t.co/lwGtQGo7f1,Thu Jul 12 10:18:46 +0000 2018,farjana1155,EMN,Eastman Chemical Company,http://beepbeepnation.com,FALSE,beep emin decentr help economi mobil applic,1,7/12/2018,0.670937477,-0.423991327,Basic Materials
3017,We calculated 21-day Expected Return of $MCHP for you: -9.63% https://t.co/3Gsy4qTo2p,Thu Jul 12 10:19:02 +0000 2018,1MinuteStock,MCHP,Microchip Technology Incorporated,https://unicornbay.com/t/MCHP.US?utm_medium=tweet&utm_campaign=expreturn&utm_source=twitter,FALSE,calcul day expect return mchp,0,7/12/2018,-1.627683724,0.32859611,Technology
3018,Equities Analysts Offer Predictions for Noble Energy Inc.’s Q2 2018 Earnings $NBL https://t.co/M5g7YXhBPP,Thu Jul 12 10:19:27 +0000 2018,MareaInformativ,NBL,Noble Energy,http://www.mareainformativa.com/?p=429222,FALSE,equiti analyst offer predict nobl energi inc q earn nbl,0,7/12/2018,0.19433563,-0.11117542,
3019,As Rockwell Collins INC $COL Valuation Were Volatile Shareholder Grandfield &amp; Dodd LLC Has Lowered Holding by $4.7… https://t.co/XQJcrSzU67,Thu Jul 12 10:20:08 +0000 2018,The_CasualSmart,COL,Rockwell Collins,https://twitter.com/i/web/status/1017352904947068929,FALSE,rockwel collin inc col valuat volatil sharehold grandfield amp dodd llc lower hold,-1,7/12/2018,0,0,
3020,Rockwell Collins INC $COL Holder Grandfield &amp; Dodd LLC Decreased Holding by $4.79 Million - https://t.co/Mft2kq3fT3,Thu Jul 12 10:20:31 +0000 2018,whatsonthorold2,COL,Rockwell Collins,https://www.whatsonthorold.com/2018/07/12/rockwell-collins-inc-col-holder-grandfield-dodd-llc-decreased-holding-by-4-79-million/,FALSE,rockwel collin inc col holder grandfield amp dodd llc decreas hold million,0,7/12/2018,0,0,
3021,Grandfield &amp; Dodd LLC Decreased Stake in Rockwell Collins INC $COL as Share Value Were Volatile - https://t.co/Uh3M5mi3cf,Thu Jul 12 10:20:43 +0000 2018,mmahotstuff1,COL,Rockwell Collins,https://www.mmahotstuff.com/2018/07/12/grandfield-dodd-llc-decreased-stake-in-rockwell-collins-inc-col-as-share-value-were-volatile.html,FALSE,grandfield amp dodd llc decreas stake rockwel collin inc col share valu volatil,1,7/12/2018,0,0,
3022,Grandfield &amp; Dodd LLC Trimmed Its Holding in Rockwell Collins INC $COL as Stock Were Volatile https://t.co/dKX9RvBmXU,Thu Jul 12 10:21:22 +0000 2018,reurope_stock,COL,Rockwell Collins,https://reurope.com/2018/07/12/grandfield-dodd-llc-trimmed-its-holding-in-rockwell-collins-inc-col-as-stock-were-volatile/,FALSE,grandfield amp dodd llc trim hold rockwel collin inc col stock volatil,0,7/12/2018,0,0,
3023,Grandfield &amp; Dodd LLC Has Lowered Its Rockwell Collins INC $COL Stake by $4.79 Million as Shares Were Volatile - https://t.co/myIw6tcOi3,Thu Jul 12 10:21:39 +0000 2018,bibeypost_stock,COL,Rockwell Collins,https://www.bibeypost.com/grandfield-dodd-llc-has-lowered-its-rockwell-collins-inc-col-stake-by-4-79-million-as-shares-were-volatile/,FALSE,grandfield amp dodd llc lower rockwel collin inc col stake million share volatil,0,7/12/2018,0,0,
3024,RT @koning_marc: Alt bags biggest to smallest: $DP $EQT $LCK $OOT $KMD $CAG $LINX $TEL $UBQ $LOCI $ETHOS $CAN $DBIX $LBC $PBL $FLIXX $QWAR…,Thu Jul 12 10:21:51 +0000 2018,thepunisher0070,EQT,EQT Corporation,,FALSE,rt marc alt bag biggest smallest dp eqt lck oot kmd cag linx tel ubq loci etho dbix lbc pbl flixx qwar,0,7/12/2018,1.198568895,-0.835451883,Energy
3025,We calculated 63-day Expected Return of $ROST for you: 10.73% https://t.co/1p36chqGXJ,Thu Jul 12 10:22:02 +0000 2018,1MinuteStock,ROST,Ross Stores,https://unicornbay.com/t/ROST.US?utm_medium=tweet&utm_campaign=expreturn&utm_source=twitter,FALSE,calcul day expect return rost,0,7/12/2018,0.25870322,-0.471922506,Consumer Cyclical
3026,Zacks: Brokerages Anticipate Varian Medical Systems Inc. $VAR Will Announce Quarterly Sales of $666.31 Million https://t.co/D4ncAMIqDz,Thu Jul 12 10:24:49 +0000 2018,MareaInformativ,VAR,Varian Medical Systems,http://www.mareainformativa.com/?p=429460,FALSE,zack brokerag anticip varian medic system inc var announc quarterli sale million,0,7/12/2018,0.102592755,0.137312081,Healthcare
3027,Ross Stores $ROST Downgraded by BidaskClub to Buy https://t.co/1aqJM8L291,Thu Jul 12 10:25:08 +0000 2018,MareaInformativ,ROST,Ross Stores,http://www.mareainformativa.com/?p=429419,FALSE,ross store rost downgrad bidaskclub buy,0,7/12/2018,0.25870322,-0.471922506,Consumer Cyclical
3028,RT @Le_Revenu: #assurance @CNP_Assurances : départ surprise du directeur général Frédéric Lavenir https://t.co/aJicBBNM2a $CNP @lionelgarni…,Thu Jul 12 10:25:11 +0000 2018,lionelgarnier,CNP,CenterPoint Energy,http://bit.ly/2udDNo8,FALSE,rt revenu assur assur part surpris du directeur g n ral fr ric lavenir cnp,0,7/12/2018,-0.906453955,0.107954968,Utilities
