,tweet,calculated_sentiment,index,date,userID,airline,text,sentiment
5424,fly southwest,1,9978,11/17/2020 19:14,1.33e+18,Southwest,@lyiinxx @SouthwestAir @Delta My gf will only fly southwest!,0
5425,pitching team add stories feature app sure call yet,-1,9979,11/17/2020 19:14,1.33e+18,Southwest,"Pitching to the team that @SouthwestAir add a “Stories” feature to the app.

Not sure what to call it yet",0
5426,months flying started flying leave town,-1,9980,11/17/2020 19:11,1.33e+18,Southwest,"After months of flying with  @SouthwestAir, I started flying @Delta because they leave from my town and I have had… https://t.co/TAhTbhQfJN",0
5427,agree every reason stated,-1,9982,11/17/2020 19:02,1.33e+18,Southwest,@rosblasingame @andreharris89 @SouthwestAir Agree 100% for every reason you stated.,0
5428,thanks amanda would love,1,9984,11/17/2020 18:48,1.33e+18,Southwest,"@SouthwestAir Thanks Amanda, I would love that!",0
5429,damn guys real cunts right give lady money back,-1,9985,11/17/2020 18:39,1.33e+18,Southwest,@SouthwestAir @kaseytrieu Damn @SouthwestAir you guys are being some real cunts right now. Give the lady her money back,0
5430,time mottley crue,0,9986,11/17/2020 18:38,1.33e+18,Southwest,@drmott89 @SouthwestAir Just in time for the Mott-ley Crue!!!,0
5431,scientists agree virus hangs air hours wearing mask protects others,-1,9988,11/17/2020 18:36,1.33e+18,Southwest,"@SouthwestAir Scientists agree that 
The virus hangs in the air for hours. Wearing a mask protects you and others F… https://t.co/GygXXSSqEc",0
5432,please let know plane type next time book tickets wont want fly boeing max,-1,9989,11/17/2020 18:34,1.33e+18,Southwest,"@SouthwestAir Please let us know the plane type next time when I book the tickets, I won't want to fly on Boeing MAX",0
5433,thanksfortheview seattlewashington christyburlesonphotography seattle washington,0,9990,11/17/2020 18:32,1.33e+18,Southwest,"@southwestair #thanksfortheview #seattlewashington #christyburlesonphotography @ Seattle, Washington https://t.co/1L2hSvnaeh",0
5434,plan fly next spring,0,9992,11/17/2020 18:18,1.33e+18,Southwest,@AgelessPassions @SouthwestAir Me too! Plan fly next spring.,0
5435,thats really good news fans games spring training year,-1,9993,11/17/2020 18:16,1.33e+18,Southwest,@RichDubroffMLB @SouthwestAir That's only really good news if there are fans at games at spring training this year.,0
5436,beautiful view best airline laketahoe,1,9996,11/17/2020 18:00,1.33e+18,Southwest,@SouthwestAir beautiful view from the BEST airline! 💛♥️💙 #LakeTahoe https://t.co/JY8H2LlPG4,0
5437,policy absolute garbage newsflash everyones comfortable flight travel voucher,-1,9998,11/17/2020 17:58,1.33e+18,Southwest,@SouthwestAir your policy is absolute garbage. newsflash not everyone’s comfortable with flight travel!! my voucher… https://t.co/DzRmdzmwn7,0
5438,importance employee experience southwest early disruptor,-1,9999,11/17/2020 17:58,1.33e+18,Southwest,"""@SouthwestAir On The Importance Of Employee Experience"" by @Tiffani_Bova  

Southwest was an early disruptor. Now,… https://t.co/4XBC4ZgmP5",0
5439,thank much love,1,10000,11/17/2020 17:57,1.33e+18,Southwest,@SouthwestAir Thank you so much and I love @SouthwestAir!,0
5440,cos service march,-1,10001,11/17/2020 17:51,1.33e+18,Southwest,@CoachGilly6 @SouthwestAir COS service in March!!!,0
5441,thankful customer service agents spoke morning helped shorten long,-1,10002,11/17/2020 17:48,1.33e+18,Southwest,thankful for the @SouthwestAir customer service agents I spoke with this morning who helped me shorten a very long… https://t.co/DJoAkME6qU,0
5442,steve answer wanted hear however appreciate speedy response,1,10003,11/17/2020 17:46,1.33e+18,Southwest,@SouthwestAir Steve that is not the answer I wanted to hear!! However I appreciate the speedy response. How about I… https://t.co/U5yrHVtZOb,0
5443,covid still ncov still learning goldenrule wearyourmask keepmiddleseatsopen,-1,10004,11/17/2020 17:44,1.33e+18,Southwest,@SouthwestAir COVID-19 is still nCoV. We're still learning about it. #goldenrule #wearyourmask #keepmiddleseatsopen,0
5444,see convert refunds points december points typically equal,-1,10005,11/17/2020 17:43,1.33e+18,Southwest,@SouthwestAir Hi I see where I can convert my refunds into points before December 15. Are points typically equal to… https://t.co/QWaagSrNBG,0
5445,chatted couple leftist acquaintances earlier year one said let airlines fail,-1,10006,11/17/2020 17:43,1.33e+18,Southwest,"I chatted with a couple #Leftist acquaintances earlier this year, one who said “let the airlines fail, no… https://t.co/qFgztmVkwJ",0
5446,thank reply understand meticulously thoughtfully deferre,1,10007,11/17/2020 17:39,1.33e+18,Southwest,@SouthwestAir Thank you for your reply and I do understand that @SouthwestAir meticulously and thoughtfully deferre… https://t.co/H8bNMhZcjO,0
5447,miss smoking airplanes smokeemifyougotem,-1,10008,11/17/2020 17:37,1.33e+18,Southwest,@guudhuuny @MorganJerkins I miss smoking on airplanes #smokeEMifyougotEM https://t.co/zz95IhnaOL… https://t.co/ZrYYGt4joK,0
5448,damn sleeping,-1,10009,11/17/2020 17:36,1.33e+18,Southwest,Damn I been sleeping on @SouthwestAir 🤦🏾‍♂️,0
5449,sick getting checked maybe company may care safety know possi,-1,10010,11/17/2020 17:36,1.33e+18,Southwest,of me being sick and getting checked. Maybe this company may not care about safety but we do. If I know I can possi… https://t.co/14hyyafRBP,0
5450,able homie points currency,0,10012,11/17/2020 17:30,1.33e+18,Southwest,"@zelaznogcesar @SouthwestAir You should be able too homie, points are just SW currency",0
5451,thanks flying favorite way get higher perspective,1,10015,11/17/2020 17:25,1.33e+18,Southwest,"@SouthwestAir Thanks, flying is my favorite way to get a higher perspective 😆",0
5452,omg seth plz remind watch done working today,-1,10016,11/17/2020 17:20,1.33e+18,Southwest,@seth_downing @JamesWallington @williamjardell @SouthwestAir Omg Seth plz remind me to watch this when I’m done working today 😭,0
5453,baggage fees clean great service excellent rates responsive custome,1,10017,11/17/2020 17:19,1.33e+18,Southwest,"@andreharris89 @SouthwestAir No baggage fees, clean, great service, excellent rates, and very responsive to custome… https://t.co/njEYYIqvL4",0
5454,remains greatest customer service airline industry always tcob,1,10020,11/17/2020 17:18,1.33e+18,Southwest,"@SouthwestAir remains the greatest customer service in the airline industry. 

Always TCOB!!",0
5455,agree shaming thing diff,-1,10022,11/17/2020 17:12,1.33e+18,Southwest,"@LibertyCliff @YALiberty @AmericanAir @Delta @SouthwestAir @united Agree on the shaming thing, but is this any diff… https://t.co/y1hFG0o4OT",0
5456,utsouthwestern joins tips stay healthy home traveling holidays,0,10023,11/17/2020 17:12,1.33e+18,Southwest,UTSouthwestern joins @SouthwestAir for tips on how to stay healthy at home or traveling during the holidays. https://t.co/hzuCRMOwlY,0
5457,destinations sunshine state flymacarthur hereforlongisland,0,10024,11/17/2020 17:06,1.33e+18,Southwest,More @SouthwestAir destinations in the Sunshine State. #flymacarthur #hereforlongisland https://t.co/a5hTHWDQp3,0
5458,trade show,0,10026,11/17/2020 17:01,1.33e+18,Southwest,@SouthwestAir A trade show!,0
5459,try explain,-1,10027,11/17/2020 16:58,1.33e+18,Southwest,@LibertyCliff @YALiberty @AmericanAir @Delta @SouthwestAir @united Some try to explain. https://t.co/DKPNDq1V4s,0
5460,psa first airline makes masks optional business bullying,-1,10034,11/17/2020 16:47,1.33e+18,Southwest,"PSA: the first airline that makes masks OPTIONAL... will have all of @YALiberty’s business in 2021

The bullying fr… https://t.co/Mhwwsr00vK",0
5461,nice see choices sunny places flymacarthu hereforlongisland southwestheartstrong,1,10035,11/17/2020 16:47,1.33e+18,Southwest,Nice to see more choices to sunny places on @SouthwestAir. #flymacarthu #hereforlongisland #southwestheartstrong https://t.co/iLiKAwV4Xa,0
5462,would love come eliminated nonstop flights houston ridiculous hours,-1,10036,11/17/2020 16:38,1.33e+18,Southwest,"@AmyKremer would love to come, but @SouthwestAir has eliminated nonstop flights between Houston and DC. 
Ridiculous. 6, 8, 10 hours",0
5463,question book flight someone else minor come visit count towards,-1,10038,11/17/2020 16:37,1.33e+18,Southwest,@SouthwestAir Question- If I book a flight for someone else (a minor) to come visit me will it count towards my A-L… https://t.co/hF4cwMQlgf,0
5464,would unwise unblock middle seat covid cases hospitalizations rise,-1,10040,11/17/2020 16:27,1.33e+18,Southwest,@SouthwestAir It would be unwise to unblock the middle seat as COVID-19 cases and hospitalizations are on the rise.… https://t.co/oaMX5gscU3,0
5465,steve thank passing along party plane idea maybe teaming alcohol company,1,10041,11/17/2020 16:26,1.33e+18,Southwest,"@SouthwestAir Steve, thank you for passing along the Party Plane idea. Maybe teaming up with an alcohol company can… https://t.co/wUi5SIZqRd",0
5466,yes important,-1,10042,11/17/2020 16:25,1.33e+18,Southwest,@SouthwestAir Yes very important,0
5467,soo disappointed today days problems waiting right people get work mon,-1,10045,11/17/2020 16:22,1.33e+18,Southwest,"Soo disappointed in @SouthwestAir today. After days of problems, waiting for the right people to get to work on Mon… https://t.co/mXqdVyccel",0
5468,chose,-1,10046,11/17/2020 16:20,1.33e+18,Southwest,This is why I chose @AmericanAir over @SouthwestAir 😂 https://t.co/IBj3sqqqim,0
5469,never fly,-1,10047,11/17/2020 16:05,1.33e+18,Southwest,I will never fly with @SouthwestAir again,0
5470,much love lucky,1,10048,11/17/2020 16:00,1.33e+18,Southwest,@JamesWallington @williamjardell @SouthwestAir So much love! You are so lucky!,0
5471,love visit nashville,0,10050,11/17/2020 15:54,1.33e+18,Southwest,@flyPSP @SouthwestAir I'd love to visit Nashville,0
5472,loyalty also comes accommodating passengers medical conditions willing pay,-1,10053,11/17/2020 15:27,1.33e+18,Southwest,@SouthwestAir Loyalty also comes from accommodating passengers who have medical conditions and are willing to pay f… https://t.co/ScIgL0il5U,0
5473,wow okay beautiful,1,10055,11/17/2020 15:16,1.33e+18,Southwest,@JamesWallington @williamjardell @SouthwestAir OH WOW OKAY THIS IS SO BEAUTIFUL 😭😭😭,0
5474,captain plane today let know person plane disinfected family wil,-1,10056,11/17/2020 15:13,1.33e+18,Southwest,"The captain of the plane I am on today let us know in person:

Plane has been disinfected. 

Your family now we wil… https://t.co/gelsJUNpai",0
5475,absolutely wont seeing soon based appalling customer service flying wit,-1,10058,11/17/2020 15:11,1.33e+18,Southwest,@SouthwestAir You absolutely won't be seeing is soon. Based on this appalling customer service we're not flying wit… https://t.co/Tp7Jccz33A,0
5476,tell steve appreciate sarcasm especially brilliant idea,1,10059,11/17/2020 15:08,1.33e+18,Southwest,"@SouthwestAir tell Steve we do not appreciate his sarcasm, especially for a brilliant idea",0
5477,flights bring low fares markets hopefully matched,1,10061,11/17/2020 15:08,1.33e+18,Southwest,"More flights from @Allegiant will bring more low fares to US markets that are hopefully matched by @American,… https://t.co/g8i5MCGxr7",0
5478,thank making right guys best customer service,1,10062,11/17/2020 15:06,1.33e+18,Southwest,@SouthwestAir Thank you for making this right!  You guys have the best customer service!,0
5479,good see introducing competition origin market,-1,10065,11/17/2020 15:00,1.33e+18,Southwest,"Good to see @FlyFrontier introducing more competition in the U.S. origin market where @AmericanAir, @Delta,… https://t.co/2o7wVHTDvz",0
5480,hey thanks absolutely horrible time covid tried book spare seat,-1,10066,11/17/2020 14:59,1.33e+18,Southwest,Hey @SouthwestAir thanks for being absolutely horrible in a time of COVID. Tried to book a spare seat so that we co… https://t.co/HyqIv6zStp,0
5481,airlines offer party flights normal flight dedicated getting passengers hammered whil,-1,10068,11/17/2020 14:56,1.33e+18,Southwest,"Airlines should offer party flights, it’s a normal flight but its dedicated to getting its passengers hammered whil… https://t.co/F6tQEajEsx",0
5482,hear cmhmci,-1,10069,11/17/2020 14:55,1.33e+18,Southwest,@SouthwestAir @iflymia Hear me out: CMH-MCI,0
5483,yall hiring,-1,10070,11/17/2020 14:51,1.33e+18,Southwest,@SouthwestAir @iflymia Y’all hiring 👀👀,0
5484,,-1,10071,11/17/2020 14:51,1.33e+18,Southwest,@Air2020X @Space_Station @SpaceX @Commercial_Crew @NASA @NASA_Astronauts @JAXA_en @TSA @SouthwestAir @JetBlue… https://t.co/CtYIzsgVgI,0
5485,okay got going keep eye flight atl,-1,10072,11/17/2020 14:50,1.33e+18,Southwest,@RiceKrispTweetz @SouthwestAir Okay i got you.  I’m going to keep an eye on it because they have a flight to ATL on… https://t.co/RFj1Fg4jzI,0
5486,wont tell,-1,10075,11/17/2020 14:45,1.33e+18,Southwest,@SouthwestAir I won't tell. :),0
5487,basically fly back make flights ill going via delta,-1,10076,11/17/2020 14:42,1.33e+18,Southwest,@DosesofDaisy @SouthwestAir So basically after I fly back if I make any flights after that I’ll be going via delta,0
5488,home already used get starting dec selling middle,-1,10077,11/17/2020 14:41,1.33e+18,Southwest,@DosesofDaisy @SouthwestAir I’m home already. I used them to get here. But starting dec 1st they are selling middle… https://t.co/ZZjKpr6A4y,0
5489,thanks keeping safe,1,10080,11/17/2020 14:23,1.33e+18,Southwest,@SouthwestAir Thanks for keeping us safe,0
5490,thank,-1,10081,11/17/2020 14:23,1.33e+18,Southwest,Thank you @SouthwestAir and @HobbyAirport 💙 https://t.co/r6P8dntXZX,0
5491,total goosebumps james thanks much sharing,1,10082,11/17/2020 14:18,1.33e+18,Southwest,@JamesWallington @williamjardell @SouthwestAir Total goosebumps James. Thanks so much for sharing!,0
5492,pathetic stop acting like nazis,-1,10083,11/17/2020 14:16,1.33e+18,Southwest,@SouthwestAir @hookemhorns83 Pathetic. Stop acting like Nazi’s,0
5493,flying couldnt get worse breath hot damp bacteria air crammed,-1,10085,11/17/2020 14:15,1.33e+18,Southwest,@SouthwestAir As if flying couldnt get worse.. now you breath in hot damp bacteria air while being crammed in your… https://t.co/bHWoKekXiS,0
5494,canceled guess ill use vaccine rolled,0,10086,11/17/2020 14:13,1.33e+18,Southwest,"@SouthwestAir I have canceled, guess I'll use it after this vaccine is rolled out.",0
5495,well booked trip visit kids got covid didnt want get infected,-1,10087,11/17/2020 14:09,1.33e+18,Southwest,"@SouthwestAir Well, had booked a trip to visit the kids, then they got Covid and didn't want us to get infected.",0
5496,thanks,1,10088,11/17/2020 14:06,1.33e+18,Southwest,"@SouthwestAir Ok, thanks",0
5497,shit talking brother needed assistance could fix issues,-1,10090,11/17/2020 13:55,1.33e+18,Southwest,@JustinStarling_ @SouthwestAir No shit talking brother. Just needed assistance from them so we could fix the issues… https://t.co/0mtEwRxUgy,0
5498,dont talk shit best airline,-1,10091,11/17/2020 13:41,1.33e+18,Southwest,@Fowler392 @SouthwestAir Don’t you talk shit on the best airline out there!!!!!!,0
5499,sights lights los angeles climb burbank nov aboard,1,10093,11/17/2020 13:40,1.33e+18,Southwest,The sights and lights of Los Angeles on climb out from Burbank on 16Nov aboard @SouthwestAir 1405. https://t.co/ga4VglmaMa,0
5500,together several guest wearing mask gate cant,-1,10094,11/17/2020 13:38,1.33e+18,Southwest,@columbusairport and @SouthwestAir  we are in this together. Several guest not wearing mask in Gate A3.  We can't a… https://t.co/XxpAXEUVxt,0
5501,hey help since separated family flights vacation screwed,-1,10095,11/17/2020 13:33,1.33e+18,Southwest,Hey @SouthwestAir how about some help since you separated our family on the flights for vacation and screwed up all… https://t.co/BIajMenSLa,0
5502,one law order protecting freedoms,0,10098,11/17/2020 13:31,1.33e+18,Southwest,@hookemhorns83 @SouthwestAir One has to do with law and order the other has to do with protecting the freedoms I ra… https://t.co/xwBPmVu3mN,0
5503,thank much vip treatment emmalyns brainspine surgery best pal giraff,1,10100,11/17/2020 13:27,1.33e+18,Southwest,@SouthwestAir Thank you so much for the VIP treatment after Emmalyn’s 42nd brain/spine surgery. Her best pal Giraff… https://t.co/7JlLFzw7Cb,0
5504,ive missed,-1,10101,11/17/2020 13:22,1.33e+18,Southwest,"Ah @SouthwestAir, how I’ve missed you. https://t.co/ONw0zPOTZN",0
5505,kinda hard plan family trip completely changed flights separated,-1,10102,11/17/2020 13:21,1.33e+18,Southwest,Kinda hard to plan a family trip when @SouthwestAir completely changed our flights and separated all of us. 🙄,0
5506,bring back service key west,-1,10103,11/17/2020 13:18,1.33e+18,Southwest,@SouthwestAir @iflymia Bring back service to Key West!!!,0
5507,yippee please offer nonstops northeast college kids parents need,0,10104,11/17/2020 13:13,1.33e+18,Southwest,@SouthwestAir @iflymia Yippee!!  Please offer a some non-stops from the Northeast.  College kids (and their parents) NEED this😁. ❤️💙💛,0
5508,let guess one people say cops say wont get,-1,10106,11/17/2020 13:09,1.33e+18,Southwest,@JearoldR @SouthwestAir Let me guess you are one of those people that say do what the cops say and you won't get sh… https://t.co/lrqLeio2BN,0
5509,please reconsider opening center seats two weeks virus worse ever,-1,10107,11/17/2020 13:09,1.33e+18,Southwest,@SouthwestAir Please reconsider your opening of center seats in just two weeks. The virus is worse than ever. Be a… https://t.co/kvTK4UxhEd,0
5510,awesome please come back newark,-1,10109,11/17/2020 12:59,1.33e+18,Southwest,@SouthwestAir @iflymia Awesome... now please come back to Newark NJ! 😎🙏🏻✈️,0
5511,super impressed well comment zero politics though,1,10110,11/17/2020 12:56,1.33e+18,Southwest,@GaIdlewild @SouthwestAir I was super impressed with it as well. My comment had zero to do with politics though. Fo… https://t.co/uTQ1mQO7Vy,0
5512,love southwest,1,10113,11/17/2020 12:29,1.33e+18,Southwest,@allforfourfour @SouthwestAir I love Southwest 😌,0
5513,perfect travel fund cant use later year still pandemic thanks,-1,10114,11/17/2020 12:29,1.33e+18,Southwest,@SouthwestAir Oh perfect a travel fund that I can’t use later in the year when we’re still in a pandemic! Thanks,0
5514,perfect response complaint didnt allow pulled,-1,10115,11/17/2020 12:26,1.33e+18,Southwest,@SouthwestAir @RommyKirby This is a perfect response to this complaint. You didn’t allow yourself to be pulled into… https://t.co/4OksWYW5Nl,0
5515,making moves,-1,10116,11/17/2020 12:16,1.33e+18,Southwest,@SouthwestAir making moves https://t.co/syARSorUYd,0
5516,predatory opportunistic southwest airlines seizes moment rivals struggle wsj carpe,1,10117,11/17/2020 12:10,1.33e+18,Southwest,‘Predatory and Opportunistic’: Southwest Airlines Seizes the Moment as Rivals Struggle - WSJ ⁦⁦@SouthwestAir⁩ Carpe… https://t.co/7pBxisNZ8i,0
5517,starting stress whether home cleveland christmas ohios numbers rising,0,10118,11/17/2020 12:06,1.33e+18,Southwest,Starting to stress about whether I should go home to Cleveland for Christmas now that Ohio’s numbers are rising. Pl… https://t.co/IrrUWZJAmG,0
5518,makes happy,1,10119,11/17/2020 11:47,1.33e+18,Southwest,@RichDubroffMLB @SouthwestAir This makes me happy.,0
5519,thanks flew last trip loved honest next trip,1,10122,11/17/2020 11:12,1.33e+18,Southwest,@SouthwestAir Thanks @SouthwestAir I flew you on my last trip to US and loved it but to be honest on my next trip I… https://t.co/AZiVCjV4qM,0
5520,next stop london would look great colours justsaying,1,10123,11/17/2020 10:40,1.33e+18,Southwest,"@SouthwestAir Next stop, London! :) A 787 would look great in your colours. #justsaying",0
5521,vacation florida,-1,10124,11/17/2020 10:39,1.33e+18,Southwest,@flyPSP @SouthwestAir @SouthwestAir how about a vacation to Florida! 🍊,0
5522,,-1,10125,11/17/2020 10:39,1.33e+18,Southwest,@VisitAdduCity1 @IllathHassan @qatarairways @flysrilankan @etihad @SouthwestAir @airasia @British_Airways… https://t.co/qsc4B8iCUt,0
5523,crickets,0,10128,11/17/2020 8:53,1.33e+18,Southwest,@SouthwestAir @iflymia @senatemajldr CRICKETS!!!!!,0
5524,wants see help tweeting regarding horrible customer service received toda,-1,10129,11/17/2020 8:42,1.33e+18,Southwest,@SouthwestAir ✈️wants 2 see if they can help by tweeting me regarding the horrible customer service I received toda… https://t.co/6CUbXH090J,0
5525,southwestairlines wheres nonstop lax cabo sanlucas baja california mexico flight,0,10132,11/17/2020 8:18,1.33e+18,Southwest,@SouthwestAir #SouthwestAirlines wheres my nonstop #LAX to Cabo SanLucas Baja California #Mexico  flight https://t.co/ousCMSRoiK,0
5526,birthdaybusiness trip cancelled hoping glimmer light come,-1,10133,11/17/2020 7:46,1.33e+18,Southwest,My birthday/business trip cancelled😢 now hoping a glimmer of light will come from @SouthwestAir and @gary_kelly . I… https://t.co/pCm9anyWs5,0
5527,hope hate pandemics adam continue,-1,10134,11/17/2020 7:42,1.33e+18,Southwest,"There is hope from @SouthwestAir, @gary_kelly!!! We hate Pandemics but we 💙@SouthwestAir and Adam!!! To be continue… https://t.co/0wEg7SiW8a",0
5528,state going essential travel onlysw longer guaranteeing empty middle seat ampnow cant,-1,10135,11/17/2020 7:36,1.33e+18,Southwest,@SouthwestAir  my state is going to essential travel only.SW no longer guaranteeing empty middle seat &amp;now I can’t… https://t.co/cNbvyER4Lr,0
5529,makes booking easy,-1,10137,11/17/2020 7:14,1.33e+18,Southwest,@SouthwestAir makes booking so easy!🙌🏽✨,0
5530,got ta love guys even though sas still treat like family happy anniversary,1,10140,11/17/2020 6:58,1.33e+18,Southwest,@RenoAirport @SouthwestAir Gotta love these guys. Even though I'm sas now they still treat me like family.  ☆☆Happy ~☆~Anniversary ☆☆,0
5531,thank welcome palm springsand best part,1,10141,11/17/2020 6:56,1.33e+18,Southwest,"@flyPSP @SouthwestAir Thank you @flyPSP and @SouthwestAir ...Welcome to Palm Springs....And the best part is, they… https://t.co/lE4df7yJJK",0
5532,would love denver continue little traveling adventures,0,10142,11/17/2020 6:51,1.33e+18,Southwest,@flyPSP @SouthwestAir My bf and  I would love to go to Denver !!! To continue our little traveling adventures ❤️ we… https://t.co/tEsK0UFC4n,0
5533,please extend travel funds next weeks time fly spread virus thank,0,10143,11/17/2020 6:51,1.33e+18,Southwest,"@SouthwestAir please extend my travel funds, these next few weeks are not a time to fly and spread the virus. Thank… https://t.co/d79fPWccCT",0
5534,,-1,10144,11/17/2020 6:37,1.33e+18,Southwest,@VisitAdduCity1 @AmnaShath @qatarairways @flysrilankan @etihad @SouthwestAir @airasia @British_Airways… https://t.co/J3P8BGyitT,0
5535,sportscenter espn uma oprah wan na get away,-1,10146,11/17/2020 6:21,1.33e+18,Southwest,"@espn... @SportsCenter... SportsCenter... ESPN...

Uma... Oprah... 😬🤦‍♂️🤣🤣🤣

@LeaderOfHorde, wanna get away for a w… https://t.co/EIjxgZ1dS3",0
5536,,-1,10152,11/17/2020 5:43,1.33e+18,Southwest,@Space_Station @SpaceX @Commercial_Crew @NASA @NASA_Astronauts @JAXA_en @TSA @SouthwestAir @JetBlue @AmericanAir… https://t.co/rzJEhwYXd2,0
5537,cracker wine cheese,1,10155,11/17/2020 5:41,1.33e+18,Southwest,@Seahawks @SouthwestAir cracker wine and cheese.,0
5538,saying flight back holidays last dont extend policy,-1,10161,11/17/2020 5:10,1.33e+18,Southwest,"@DosesofDaisy @SouthwestAir I was saying the same, my flight back after the holidays will be my last if they don’t extend the policy",0
5539,two individuals rude could care less luggage thought funny,-1,10162,11/17/2020 5:09,1.33e+18,Southwest,@SouthwestAir These two individuals were very rude and could care less about my luggage.  They thought it was funny… https://t.co/Gruxd0Nezu,0
5540,recent chatter news indicates max could grounding order lifted soon wednesday hey,-1,10163,11/17/2020 5:02,1.33e+18,Southwest,Recent chatter and news indicates the 737 MAX could have it's grounding order lifted as soon as Wednesday. Hey… https://t.co/COMj1zV7Zp,0
5541,flew soutwest see dad couple weeks ago took window,1,10164,11/17/2020 4:59,1.33e+18,Southwest,"@vaughnthompson @SouthwestAir Ha, I flew Soutwest to see my dad in CA just a couple of weeks ago. I took the window… https://t.co/pZEUMoA8RN",0
5542,baby steps patriot one day youll kicked flight youll know youve really taken one team,-1,10165,11/17/2020 4:57,1.33e+18,Southwest,"@BobbyGrow1 Baby steps, patriot. One day you’ll be kicked off a @SouthwestAir flight and you’ll know you’ve really taken one for the team.",0
5543,weve advising clients make deliberate strategic decisions whether play offense defense,-1,10167,11/17/2020 4:49,1.33e+18,Southwest,We’ve been advising clients to make deliberate #strategic decisions on whether to play offense or defense as they c… https://t.co/lf10Us2cQg,0
5544,take mia need recharge family friends warm clear ocean homesick,0,10169,11/17/2020 4:47,1.33e+18,Southwest,"@flyPSP @SouthwestAir Take me to MIA! I need a recharge from family, friends, and a warm clear ocean. 🌊 #Homesick",0
5545,terrible message customers hell mean,-1,10170,11/17/2020 4:42,1.33e+18,Southwest,@SouthwestAir This is a terrible message to customers. What the hell does this mean. https://t.co/6uPCcJHA7z,0
5546,predatory opportunistic seizes moment rivals struggle wsj,1,10174,11/17/2020 4:20,1.33e+18,Southwest,‘Predatory and Opportunistic’: ⁦@SouthwestAir⁩ Seizes the Moment as Rivals Struggle - WSJ https://t.co/atxu3xG40z,0
5547,always fly havent ever issue,-1,10175,11/17/2020 4:17,1.33e+18,Southwest,@ChuckCallesto @AmericanAir Always fly @SouthwestAir. Haven’t ever had an issue.,0
5548,rep better issued refund calling night long,-1,10176,11/17/2020 4:10,1.33e+18,Southwest,this @SouthwestAir rep better had issued my refund or i’m calling them all night long.,0
5549,gate attendant amazing diligence making sure people adequately distanced,-1,10177,11/17/2020 4:07,1.33e+18,Southwest,My @SouthwestAir gate attendant was amazing re: his diligence in making sure people were adequately distanced and s… https://t.co/3QygdHaHNz,0
5550,went lot distress today flight chicago nashville anywa,-1,10180,11/17/2020 3:51,1.33e+18,Southwest,"@SouthwestAir I went through a lot of distress today while on your flight from Chicago to Nashville, is there anywa… https://t.co/Vvj1sopIRE",0
5551,really hope extends open middle seats policy buy flights delta,-1,10184,11/17/2020 3:35,1.33e+18,Southwest,"I really hope @SouthwestAir extends the open middle seats policy so I can buy my flights, if not Delta it is 😭",0
5552,early days favored cheaper less crowded secondary airports years luv,-1,10186,11/17/2020 3:34,1.33e+18,Southwest,"In its early days, ⁦@SouthwestAir⁩ fa­vored cheaper and less crowded sec­ondary air­ports .. Over the years, $LUV h… https://t.co/TCicQE2N39",0
5553,theres good news orioles fans finally going begin flying sarasotabradenton first quarter,-1,10188,11/17/2020 3:31,1.33e+18,Southwest,There’s some good news for #Orioles fans. @SouthwestAir is finally going to begin flying to Sarasota-Bradenton in the first quarter of 2021.,0
5554,long hot shower,-1,10189,11/17/2020 3:28,1.33e+18,Southwest,@SouthwestAir Long hot shower 💕,0
5555,take phoenix,-1,10190,11/17/2020 3:27,1.33e+18,Southwest,@flyPSP @SouthwestAir take me to Phoenix!,0
5556,beautiful,1,10191,11/17/2020 3:22,1.33e+18,Southwest,@hellomamiekitty @SouthwestAir Beautiful.,0
5557,cared customers health youd allow cancel refund change policy,-1,10192,11/17/2020 3:22,1.33e+18,Southwest,@SouthwestAir If you cared about your customers health you’d allow them to cancel with a refund. Change your policy,0
5558,give william raise southwest man cook,1,10196,11/17/2020 3:08,1.33e+18,Southwest,"@SouthwestAir Give William a raise southwest, this man can COOK",0
5559,learn manage passengers seating covid times,-1,10197,11/17/2020 3:07,1.33e+18,Southwest,@Delta should learn from @SouthwestAir on how to manage passengers seating during covid times.,0
5560,william youre cool bro,1,10198,11/17/2020 3:07,1.33e+18,Southwest,@SouthwestAir William you’re cool bro,0
5561,like wouldnt bought wifi came said shouldnt purchase bad wifi day sky,-1,10200,11/17/2020 3:05,1.33e+18,Southwest,@SouthwestAir Like I wouldn’t have bought the WiFi if it came up and said “shouldn’t purchase. Bad WiFi day in the sky”,0
5562,good best customer service experience frills usually,-1,10201,11/17/2020 3:04,1.33e+18,Southwest,@WSJ Good for them! @SouthwestAir has the best customer service in my experience with them. No frills but usually e… https://t.co/YIHJb4Sz2G,0
5563,cant wait excited future things back normal,1,10203,11/17/2020 3:04,1.33e+18,Southwest,@SouthwestAir Can’t wait!!! Excited for the future when things are back to normal!,0
5564,good job southwestair,1,10204,11/17/2020 2:56,1.33e+18,Southwest,"@UziSuzy @SouthwestAir Good job SouthwestAir 👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
👏👏👏👏👏👏👏👏👏👏👏👏",0
5565,yay happy see favorite airline launching service favorite city love,1,10206,11/17/2020 2:53,1.33e+18,Southwest,"Yay, so happy to see my favorite airline launching service to my favorite city 🏖🌴☀️ love you @SouthwestAir https://t.co/BMH9RYiLwx",0
